observation_date;TEDRATE;Ted_lag;Ted_diff;R_BAB;BAB_lagged;R_BAB_SD;BAB_SD_lagged;MarketReturn;BS;BS_SD
08.10.2007;0;135;-135;0.00226537728478384;-0.00693538250055422;0.0027154581161157;0.00508149333421288;-0.466;0.421859104333532;0.706313264945694
09.10.2007;129;0;129;-0.00219989240989444;0.00226537728478384;-0.00226645855462306;0.0027154581161157;0.194;0.421089514831954;0.703764471675269
10.10.2007;130;129;1;-0.00119981453972778;-0.00219989240989444;0.00144873217734195;-0.00226645855462306;1.114;0.42154780520776;0.701523749669558
11.10.2007;123;130;-7;0.000122906043962445;-0.00119981453972778;0.00166259032101469;0.00144873217734195;-0.256;0.421776297686749;0.699049612040028
12.10.2007;113;123;-10;-0.00039765000274945;0.000122906043962445;-0.00483454893226154;0.00166259032101469;0.794;0.420414859708816;0.767512853035473
15.10.2007;102;113;-11;0.000284991254150801;-0.00039765000274945;-0.000387542339375217;-0.00483454893226154;-0.116;0.421062236420194;0.77239131508124
16.10.2007;107;102;5;0.00741514261004146;0.000284991254150801;0.00928372988080643;-0.000387542339375217;-0.566;0.419283550395419;0.772445777219683
17.10.2007;129;107;22;-0.00307285620382871;0.00741514261004146;-0.00295541801986568;0.00928372988080643;0.524;0.419861009853843;0.769338451733149
18.10.2007;152;129;23;0.00070617345625881;-0.00307285620382871;0.00104085394289333;-0.00295541801986568;-0.876;0.420694417473114;0.764515468532318
19.10.2007;140;152;-12;0.00167536092662256;0.00070617345625881;0.000185892419428886;0.00104085394289333;-0.656;0.420515395872385;0.762610780624433
22.10.2007;119;140;-21;-0.00061320593130394;0.00167536092662256;-0.00108665376126064;0.000185892419428886;0.234;0.418531479234846;0.764683909469906
23.10.2007;120;119;1;0.000427798030698425;-0.00061320593130394;-0.00212926492871773;-0.00108665376126064;-0.086;0.41796529860992;0.764622573920114
